,COUNTYNAME,STATE,OCCUPATION_LEVEL,TOTALS,MALE,PERCENT_MALE,FEMALE,PERCENT FEMALE
13494,De Witt County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1341,1116,83.2,225,16.8
13495,Douglas County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2184,1748,80,436,20
13496,DuPage County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,55390,42003,75.8,13387,24.2
13497,Edgar County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2194,1494,68.1,700,31.9
13498,Edwards County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,825,532,64.5,293,35.5
13499,Effingham County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,3317,2444,73.7,873,26.3
13500,Fayette County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1787,1258,70.4,529,29.6
13501,Ford County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1206,896,74.3,310,25.7
13502,Franklin County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2856,2333,81.7,523,18.3
13503,Fulton County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2923,2379,81.4,544,18.6
13504,Gallatin County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,417,358,85.9,59,14.1
13505,Greene County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1253,1027,82,226,18
13506,Grundy County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,4651,3549,76.3,1102,23.7
13507,Hamilton County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,686,574,83.7,112,16.3
13508,Hancock County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1715,1421,82.9,294,17.1
13509,Hardin County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,269,220,81.8,49,18.2
13510,Henderson County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,746,569,76.3,177,23.7
13511,Henry County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,4425,3574,80.8,851,19.2
13512,Iroquois County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2550,2016,79.1,534,20.9
13513,Jackson County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,3279,2483,75.7,796,24.3
13514,Jasper County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,974,807,82.9,167,17.1
13515,Jefferson County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,3705,2820,76.1,885,23.9
13516,Jersey County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1928,1510,78.3,418,21.7
13517,Jo Daviess County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2153,1705,79.2,448,20.8
13518,Johnson County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,493,411,83.4,82,16.6
13519,Kane County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,46721,33527,71.8,13194,28.2
13520,Kankakee County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,10775,8114,75.3,2661,24.7
13521,Kendall County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,7860,6632,84.4,1228,15.6
13522,Knox County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,4393,3421,77.9,972,22.1
13523,Lake County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,44163,31232,70.7,12931,29.3
13524,LaSalle County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,10945,8901,81.3,2044,18.7
13525,Lawrence County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1214,933,76.9,281,23.1
13526,Lee County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,3097,2406,77.7,691,22.3
13527,Livingston County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,3702,2836,76.6,866,23.4
13528,Logan County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2378,1921,80.8,457,19.2
13529,McDonough County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1968,1475,74.9,493,25.1
13530,McHenry County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,22644,17265,76.2,5379,23.8
13531,McLean County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,8797,7165,81.4,1632,18.6
13532,Macon County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,8253,6220,75.4,2033,24.6
13533,Macoupin County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,3581,3018,84.3,563,15.7
13534,Madison County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,19727,15975,81,3752,19
13535,Marion County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,4135,3192,77.2,943,22.8
13536,Marshall County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1124,900,80.1,224,19.9
13537,Mason County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1334,1101,82.5,233,17.5
13538,Massac County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,899,697,77.5,202,22.5
13539,Menard County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,641,576,89.9,65,10.1
13540,Mercer County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1644,1307,79.5,337,20.5
13541,Monroe County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1890,1535,81.2,355,18.8
13542,Montgomery County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1738,1390,80,348,20
13543,Morgan County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2708,2022,74.7,686,25.3
13544,Moultrie County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1963,1566,79.8,397,20.2
13545,Ogle County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,5497,4215,76.7,1282,23.3
13546,Peoria County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,10280,8220,80,2060,20
13547,Perry County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1490,1116,74.9,374,25.1
13548,Piatt County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1237,1043,84.3,194,15.7
13549,Pike County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1462,1259,86.1,203,13.9
13550,Pope County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,349,270,77.4,79,22.6
13551,Pulaski County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,336,288,85.7,48,14.3
13552,Putnam County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,687,551,80.2,136,19.8
13553,Randolph County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,3380,2614,77.3,766,22.7
13554,Richland County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1884,1371,72.8,513,27.2
13555,Rock Island County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,14598,11225,76.9,3373,23.1
13556,St. Clair County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,18070,13630,75.4,4440,24.6
13557,Saline County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1460,1189,81.4,271,18.6
13558,Sangamon County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,9719,7745,79.7,1974,20.3
13559,Schuyler County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,478,384,80.3,94,19.7
13560,Scott County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,456,357,78.3,99,21.7
13561,Shelby County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2415,1818,75.3,597,24.7
13562,Stark County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,455,343,75.4,112,24.6
13563,Stephenson County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,4472,3430,76.7,1042,23.3
13564,Tazewell County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,9935,8456,85.1,1479,14.9
13565,Union County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1295,1015,78.4,280,21.6
13566,Vermilion County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,7124,5540,77.8,1584,22.2
13567,Wabash County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1297,926,71.4,371,28.6
13568,Warren County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1933,1467,75.9,466,24.1
13569,Washington County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1579,1198,75.9,381,24.1
13570,Wayne County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1942,1509,77.7,433,22.3
13571,White County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,1217,939,77.2,278,22.8
13572,Whiteside County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,6358,4911,77.2,1447,22.8
13573,Will County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,55505,43004,77.5,12501,22.5
13574,Williamson County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,4035,3158,78.3,877,21.7
13575,Winnebago County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,28859,21428,74.3,7431,25.7
13576,Woodford County,IL,PRODUCTION_TRANSPORTATION_MATERIAL,2614,2107,80.6,507,19.4
13577,Adams County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4331,3211,74.1,1120,25.9
13578,Allen County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,35082,25948,74,9134,26
13579,Bartholomew County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,7940,5956,75,1984,25
13580,Benton County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1084,861,79.4,223,20.6
13581,Blackford County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1680,1124,66.9,556,33.1
13582,Boone County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4129,2853,69.1,1276,30.9
13583,Brown County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1162,919,79.1,243,20.9
13584,Carroll County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2528,1919,75.9,609,24.1
13585,Cass County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,5315,3433,64.6,1882,35.4
13586,Clark County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,12035,8695,72.2,3340,27.8
13587,Clay County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3199,2362,73.8,837,26.2
13588,Clinton County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4868,3270,67.2,1598,32.8
13589,Crawford County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1230,917,74.6,313,25.4
13590,Daviess County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3365,2639,78.4,726,21.6
13591,Dearborn County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4630,3547,76.6,1083,23.4
13592,Decatur County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3694,2641,71.5,1053,28.5
13593,DeKalb County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,6746,4868,72.2,1878,27.8
13594,Delaware County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,8503,6507,76.5,1996,23.5
13595,Dubois County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,5545,3848,69.4,1697,30.6
13596,Elkhart County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,30003,21260,70.9,8743,29.1
13597,Fayette County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2695,2196,81.5,499,18.5
13598,Floyd County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,6422,4833,75.3,1589,24.7
13599,Fountain County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2249,1860,82.7,389,17.3
13600,Franklin County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2712,2058,75.9,654,24.1
13601,Fulton County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2692,2006,74.5,686,25.5
13602,Gibson County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4522,3160,69.9,1362,30.1
13603,Grant County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,6795,5033,74.1,1762,25.9
13604,Greene County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2673,1906,71.3,767,28.7
13605,Hamilton County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,10865,8326,76.6,2539,23.4
13606,Hancock County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4904,3529,72,1375,28
13607,Harrison County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3675,2993,81.4,682,18.6
13608,Hendricks County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,11518,8954,77.7,2564,22.3
13609,Henry County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4147,3148,75.9,999,24.1
13610,Howard County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,9299,6373,68.5,2926,31.5
13611,Huntington County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4652,3546,76.2,1106,23.8
13612,Jackson County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,5108,3628,71,1480,29
13613,Jasper County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3339,2813,84.2,526,15.8
13614,Jay County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2958,2099,71,859,29
13615,Jefferson County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4020,3132,77.9,888,22.1
13616,Jennings County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4086,2819,69,1267,31
13617,Johnson County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,10610,8007,75.5,2603,24.5
13618,Knox County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3938,3139,79.7,799,20.3
13619,Kosciusko County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,11670,8113,69.5,3557,30.5
13620,LaGrange County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,6843,5053,73.8,1790,26.2
13621,Lake County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,41597,33225,79.9,8372,20.1
13622,LaPorte County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,10281,7837,76.2,2444,23.8
13623,Lawrence County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4239,3194,75.3,1045,24.7
13624,Madison County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,10599,8036,75.8,2563,24.2
13625,Marion County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,78374,55589,70.9,22785,29.1
13626,Marshall County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,6519,4801,73.6,1718,26.4
13627,Martin County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1291,965,74.7,326,25.3
13628,Miami County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4550,3465,76.2,1085,23.8
13629,Monroe County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,6960,4785,68.8,2175,31.3
13630,Montgomery County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,5198,3812,73.3,1386,26.7
13631,Morgan County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,6300,4890,77.6,1410,22.4
13632,Newton County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1506,1184,78.6,322,21.4
13633,Noble County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,8264,5672,68.6,2592,31.4
13634,Ohio County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,713,504,70.7,209,29.3
13635,Orange County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2216,1482,66.9,734,33.1
13636,Owen County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2201,1447,65.7,754,34.3
13637,Parke County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1638,1300,79.4,338,20.6
13638,Perry County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2366,1629,68.9,737,31.1
13639,Pike County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1575,1113,70.7,462,29.3
13640,Porter County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,13092,10570,80.7,2522,19.3
13641,Posey County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2533,1990,78.6,543,21.4
13642,Pulaski County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1674,1293,77.2,381,22.8
13643,Putnam County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3547,2557,72.1,990,27.9
13644,Randolph County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2910,1954,67.1,956,32.9
13645,Ripley County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3340,2421,72.5,919,27.5
13646,Rush County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1996,1447,72.5,549,27.5
13647,St. Joseph County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,23755,17633,74.2,6122,25.8
13648,Scott County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3426,2376,69.4,1050,30.6
13649,Shelby County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4962,3609,72.7,1353,27.3
13650,Spencer County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2609,1977,75.8,632,24.2
13651,Starke County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,2830,2015,71.2,815,28.8
13652,Steuben County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4734,3411,72.1,1323,27.9
13653,Sullivan County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1775,1412,79.5,363,20.5
13654,Switzerland County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1078,786,72.9,292,27.1
13655,Tippecanoe County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,16561,12772,77.1,3789,22.9
13656,Tipton County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1741,1269,72.9,472,27.1
13657,Union County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,730,513,70.3,217,29.7
13658,Vanderburgh County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,16542,12863,77.8,3679,22.2
13659,Vermillion County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1724,1432,83.1,292,16.9
13660,Vigo County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,8918,6819,76.5,2099,23.5
13661,Wabash County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3387,2567,75.8,820,24.2
13662,Warren County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,1055,831,78.8,224,21.2
13663,Warrick County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4831,3728,77.2,1103,22.8
13664,Washington County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3111,2262,72.7,849,27.3
13665,Wayne County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,6717,5331,79.4,1386,20.6
13666,Wells County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3207,2494,77.8,713,22.2
13667,White County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,3155,2373,75.2,782,24.8
13668,Whitley County,IN,PRODUCTION_TRANSPORTATION_MATERIAL,4598,3398,73.9,1200,26.1
13669,Adair County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,636,491,77.2,145,22.8
13670,Adams County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,337,275,81.6,62,18.4
13671,Allamakee County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1488,1150,77.3,338,22.7
13672,Appanoose County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1283,1002,78.1,281,21.9
13673,Audubon County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,526,412,78.3,114,21.7
13674,Benton County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2772,2148,77.5,624,22.5
13675,Black Hawk County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,13790,10330,74.9,3460,25.1
13676,Boone County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2820,2351,83.4,469,16.6
13677,Bremer County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2185,1857,85,328,15
13678,Buchanan County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2132,1681,78.8,451,21.2
13679,Buena Vista County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,3408,2346,68.8,1062,31.2
13680,Butler County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1493,1243,83.3,250,16.7
13681,Calhoun County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,657,559,85.1,98,14.9
13682,Carroll County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2004,1657,82.7,347,17.3
13683,Cass County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1196,852,71.2,344,28.8
13684,Cedar County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1692,1338,79.1,354,20.9
13685,Cerro Gordo County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,4670,3460,74.1,1210,25.9
13686,Cherokee County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1267,1050,82.9,217,17.1
13687,Chickasaw County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1494,1151,77,343,23
13688,Clarke County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1079,827,76.6,252,23.4
13689,Clay County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1629,1245,76.4,384,23.6
13690,Clayton County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2361,1869,79.2,492,20.8
13691,Clinton County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,5251,4039,76.9,1212,23.1
13692,Crawford County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2954,2228,75.4,726,24.6
13693,Dallas County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,4150,3241,78.1,909,21.9
13694,Davis County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,733,667,91,66,9
13695,Decatur County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,469,385,82.1,84,17.9
13696,Delaware County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2064,1593,77.2,471,22.8
13697,Des Moines County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,4412,3273,74.2,1139,25.8
13698,Dickinson County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1527,1112,72.8,415,27.2
13699,Dubuque County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,8362,6746,80.7,1616,19.3
13700,Emmet County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1034,850,82.2,184,17.8
13701,Fayette County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2032,1618,79.6,414,20.4
13702,Floyd County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1461,1143,78.2,318,21.8
13703,Franklin County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,914,700,76.6,214,23.4
13704,Fremont County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,677,567,83.8,110,16.2
13705,Greene County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,870,705,81,165,19
13706,Grundy County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,889,688,77.4,201,22.6
13707,Guthrie County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,731,561,76.7,170,23.3
13708,Hamilton County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1565,1243,79.4,322,20.6
13709,Hancock County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1299,1017,78.3,282,21.7
13710,Hardin County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1620,1268,78.3,352,21.7
13711,Harrison County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1309,1132,86.5,177,13.5
13712,Henry County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2223,1619,72.8,604,27.2
13713,Howard County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1137,874,76.9,263,23.1
13714,Humboldt County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,995,768,77.2,227,22.8
13715,Ida County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,753,611,81.1,142,18.9
13716,Iowa County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1571,1221,77.7,350,22.3
13717,Jackson County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1958,1504,76.8,454,23.2
13718,Jasper County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,3716,2765,74.4,951,25.6
13719,Jefferson County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1345,1081,80.4,264,19.6
13720,Johnson County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,8277,6100,73.7,2177,26.3
13721,Jones County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1974,1538,77.9,436,22.1
13722,Keokuk County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1007,826,82,181,18
13723,Kossuth County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1415,1094,77.3,321,22.7
13724,Lee County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,3954,3135,79.3,819,20.7
13725,Linn County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,17718,13380,75.5,4338,24.5
13726,Louisa County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1682,1227,72.9,455,27.1
13727,Lucas County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,975,750,76.9,225,23.1
13728,Lyon County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,940,743,79,197,21
13729,Madison County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1231,828,67.3,403,32.7
13730,Mahaska County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2250,1861,82.7,389,17.3
13731,Marion County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,3683,2982,81,701,19
13732,Marshall County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,5319,3905,73.4,1414,26.6
13733,Mills County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1157,938,81.1,219,18.9
13734,Mitchell County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1075,841,78.2,234,21.8
13735,Monona County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,645,533,82.6,112,17.4
13736,Monroe County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,707,616,87.1,91,12.9
13737,Montgomery County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,948,772,81.4,176,18.6
13738,Muscatine County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,5958,4167,69.9,1791,30.1
13739,O'Brien County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1669,1203,72.1,466,27.9
13740,Osceola County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,585,414,70.8,171,29.2
13741,Page County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1551,1264,81.5,287,18.5
13742,Palo Alto County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,831,647,77.9,184,22.1
13743,Plymouth County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2324,1710,73.6,614,26.4
13744,Pocahontas County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,718,536,74.7,182,25.3
13745,Polk County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,30817,23965,77.8,6852,22.2
13746,Pottawattamie County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,8213,6516,79.3,1697,20.7
13747,Poweshiek County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1777,1357,76.4,420,23.6
13748,Ringgold County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,315,198,62.9,117,37.1
13749,Sac County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,997,795,79.7,202,20.3
13750,Scott County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,13507,10720,79.4,2787,20.6
13751,Shelby County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,932,804,86.3,128,13.7
13752,Sioux County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,2920,2410,82.5,510,17.5
13753,Story County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,5377,4216,78.4,1161,21.6
13754,Tama County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1946,1337,68.7,609,31.3
13755,Taylor County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,739,555,75.1,184,24.9
13756,Union County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,1812,1238,68.3,574,31.7
13757,Van Buren County,IA,PRODUCTION_TRANSPORTATION_MATERIAL,766,545,71.1,221,28.9
