,COUNTYNAME,STATE,EDUCATION_LEVEL,PERCENT TOTAL
17659,Lenoir County,NC,EDUCATION_BACHELORS,10.0
17660,Leon County,FL,EDUCATION_BACHELORS,25.8
17661,Leon County,TX,EDUCATION_BACHELORS,11.9
17662,Leslie County,KY,EDUCATION_BACHELORS,6.4
17663,Letcher County,KY,EDUCATION_BACHELORS,6.5
17664,Levy County,FL,EDUCATION_BACHELORS,8.3
17665,Lewis County,ID,EDUCATION_BACHELORS,12.3
17666,Lewis County,KY,EDUCATION_BACHELORS,5.5
17667,Lewis County,MO,EDUCATION_BACHELORS,8.4
17668,Lewis County,NY,EDUCATION_BACHELORS,9.0
17669,Lewis County,TN,EDUCATION_BACHELORS,8.4
17670,Lewis County,WA,EDUCATION_BACHELORS,10.4
17671,Lewis County,WV,EDUCATION_BACHELORS,7.8
17672,Lewis and Clark County,MT,EDUCATION_BACHELORS,23.9
17673,Lexington County,SC,EDUCATION_BACHELORS,19.5
17674,Lexington city,VA,EDUCATION_BACHELORS,23.8
17675,Liberty County,FL,EDUCATION_BACHELORS,8.4
17676,Liberty County,GA,EDUCATION_BACHELORS,12.5
17677,Liberty County,MT,EDUCATION_BACHELORS,11.7
17678,Liberty County,TX,EDUCATION_BACHELORS,6.7
17679,Licking County,OH,EDUCATION_BACHELORS,17.4
17680,Limestone County,AL,EDUCATION_BACHELORS,16.9
17681,Limestone County,TX,EDUCATION_BACHELORS,10.0
17682,Lincoln County,AR,EDUCATION_BACHELORS,6.3
17683,Lincoln County,CO,EDUCATION_BACHELORS,9.0
17684,Lincoln County,GA,EDUCATION_BACHELORS,9.3
17685,Lincoln County,ID,EDUCATION_BACHELORS,7.5
17686,Lincoln County,KS,EDUCATION_BACHELORS,13.5
17687,Lincoln County,KY,EDUCATION_BACHELORS,6.3
17688,Lincoln County,ME,EDUCATION_BACHELORS,17.7
17689,Lincoln County,MN,EDUCATION_BACHELORS,14.2
17690,Lincoln County,MO,EDUCATION_BACHELORS,11.0
17691,Lincoln County,MS,EDUCATION_BACHELORS,9.9
17692,Lincoln County,MT,EDUCATION_BACHELORS,14.7
17693,Lincoln County,NC,EDUCATION_BACHELORS,14.8
17694,Lincoln County,NE,EDUCATION_BACHELORS,14.3
17695,Lincoln County,NM,EDUCATION_BACHELORS,20.4
17696,Lincoln County,NV,EDUCATION_BACHELORS,10.8
17697,Lincoln County,OK,EDUCATION_BACHELORS,10.8
17698,Lincoln County,OR,EDUCATION_BACHELORS,14.2
17699,Lincoln County,SD,EDUCATION_BACHELORS,27.3
17700,Lincoln County,TN,EDUCATION_BACHELORS,12.7
17701,Lincoln County,WA,EDUCATION_BACHELORS,15.5
17702,Lincoln County,WI,EDUCATION_BACHELORS,12.7
17703,Lincoln County,WV,EDUCATION_BACHELORS,5.9
17704,Lincoln County,WY,EDUCATION_BACHELORS,16.3
17705,Lincoln Parish,LA,EDUCATION_BACHELORS,21.5
17706,Linn County,IA,EDUCATION_BACHELORS,23.3
17707,Linn County,KS,EDUCATION_BACHELORS,11.5
17708,Linn County,MO,EDUCATION_BACHELORS,10.2
17709,Linn County,OR,EDUCATION_BACHELORS,13.5
17710,Lipscomb County,TX,EDUCATION_BACHELORS,14.5
17711,Litchfield County,CT,EDUCATION_BACHELORS,20.3
17712,Little River County,AR,EDUCATION_BACHELORS,7.3
17713,Live Oak County,TX,EDUCATION_BACHELORS,8.5
17714,Livingston County,IL,EDUCATION_BACHELORS,10.0
17715,Livingston County,KY,EDUCATION_BACHELORS,7.4
17716,Livingston County,MI,EDUCATION_BACHELORS,22.9
17717,Livingston County,MO,EDUCATION_BACHELORS,12.7
17718,Livingston County,NY,EDUCATION_BACHELORS,13.6
17719,Livingston Parish,LA,EDUCATION_BACHELORS,12.8
17720,Llano County,TX,EDUCATION_BACHELORS,18.4
17721,Logan County,AR,EDUCATION_BACHELORS,8.3
17722,Logan County,CO,EDUCATION_BACHELORS,13.7
17723,Logan County,IL,EDUCATION_BACHELORS,14.5
17724,Logan County,KS,EDUCATION_BACHELORS,13.1
17725,Logan County,KY,EDUCATION_BACHELORS,10.3
17726,Logan County,ND,EDUCATION_BACHELORS,14.1
17727,Logan County,NE,EDUCATION_BACHELORS,18.1
17728,Logan County,OH,EDUCATION_BACHELORS,11.0
17729,Logan County,OK,EDUCATION_BACHELORS,18.2
17730,Logan County,WV,EDUCATION_BACHELORS,5.6
17731,Long County,GA,EDUCATION_BACHELORS,8.4
17732,Lonoke County,AR,EDUCATION_BACHELORS,14.2
17733,Lorain County,OH,EDUCATION_BACHELORS,15.1
17734,Los Alamos County,NM,EDUCATION_BACHELORS,27.3
17735,Los Angeles County,CA,EDUCATION_BACHELORS,20.7
17736,Loudon County,TN,EDUCATION_BACHELORS,16.4
17737,Loudoun County,VA,EDUCATION_BACHELORS,35.2
17738,Louisa County,IA,EDUCATION_BACHELORS,9.8
17739,Louisa County,VA,EDUCATION_BACHELORS,14.7
17740,Loup County,NE,EDUCATION_BACHELORS,17.4
17741,Love County,OK,EDUCATION_BACHELORS,10.4
17742,Loving County,TX,EDUCATION_BACHELORS,0.0
17743,Lowndes County,AL,EDUCATION_BACHELORS,9.3
17744,Lowndes County,GA,EDUCATION_BACHELORS,14.8
17745,Lowndes County,MS,EDUCATION_BACHELORS,14.6
17746,Lubbock County,TX,EDUCATION_BACHELORS,18.2
17747,Lucas County,IA,EDUCATION_BACHELORS,13.8
17748,Lucas County,OH,EDUCATION_BACHELORS,16.0
17749,Luce County,MI,EDUCATION_BACHELORS,11.6
17750,Lumpkin County,GA,EDUCATION_BACHELORS,15.3
17751,Luna County,NM,EDUCATION_BACHELORS,7.8
17752,Lunenburg County,VA,EDUCATION_BACHELORS,7.9
17753,Luquillo Municipio,PR,EDUCATION_BACHELORS,14.2
17754,Luzerne County,PA,EDUCATION_BACHELORS,14.5
17755,Lycoming County,PA,EDUCATION_BACHELORS,15.0
17756,Lyman County,SD,EDUCATION_BACHELORS,14.6
17757,Lynchburg city,VA,EDUCATION_BACHELORS,20.2
17758,Lynn County,TX,EDUCATION_BACHELORS,13.8
17759,Lyon County,IA,EDUCATION_BACHELORS,16.0
17760,Lyon County,KS,EDUCATION_BACHELORS,17.2
17761,Lyon County,KY,EDUCATION_BACHELORS,8.4
17762,Lyon County,MN,EDUCATION_BACHELORS,18.8
17763,Lyon County,NV,EDUCATION_BACHELORS,9.7
17764,Mackinac County,MI,EDUCATION_BACHELORS,12.7
17765,Macomb County,MI,EDUCATION_BACHELORS,16.0
17766,Macon County,AL,EDUCATION_BACHELORS,11.2
17767,Macon County,GA,EDUCATION_BACHELORS,4.7
17768,Macon County,IL,EDUCATION_BACHELORS,14.6
17769,Macon County,MO,EDUCATION_BACHELORS,10.6
17770,Macon County,NC,EDUCATION_BACHELORS,16.3
17771,Macon County,TN,EDUCATION_BACHELORS,5.8
17772,Macoupin County,IL,EDUCATION_BACHELORS,13.2
17773,Madera County,CA,EDUCATION_BACHELORS,10.0
17774,Madison County,AL,EDUCATION_BACHELORS,25.7
17775,Madison County,AR,EDUCATION_BACHELORS,6.9
17776,Madison County,FL,EDUCATION_BACHELORS,8.6
17777,Madison County,GA,EDUCATION_BACHELORS,10.0
17778,Madison County,IA,EDUCATION_BACHELORS,18.4
17779,Madison County,ID,EDUCATION_BACHELORS,24.5
17780,Madison County,IL,EDUCATION_BACHELORS,16.2
17781,Madison County,IN,EDUCATION_BACHELORS,12.0
17782,Madison County,KY,EDUCATION_BACHELORS,18.2
17783,Madison County,MO,EDUCATION_BACHELORS,10.1
17784,Madison County,MS,EDUCATION_BACHELORS,27.7
17785,Madison County,MT,EDUCATION_BACHELORS,19.0
17786,Madison County,NC,EDUCATION_BACHELORS,16.3
17787,Madison County,NE,EDUCATION_BACHELORS,16.0
17788,Madison County,NY,EDUCATION_BACHELORS,15.3
17789,Madison County,OH,EDUCATION_BACHELORS,11.8
17790,Madison County,TN,EDUCATION_BACHELORS,16.8
17791,Madison County,TX,EDUCATION_BACHELORS,10.0
17792,Madison County,VA,EDUCATION_BACHELORS,15.4
17793,Madison Parish,LA,EDUCATION_BACHELORS,7.9
17794,Magoffin County,KY,EDUCATION_BACHELORS,4.6
17795,Mahaska County,IA,EDUCATION_BACHELORS,15.5
17796,Mahnomen County,MN,EDUCATION_BACHELORS,8.3
17797,Mahoning County,OH,EDUCATION_BACHELORS,15.9
17798,Major County,OK,EDUCATION_BACHELORS,14.2
17799,Malheur County,OR,EDUCATION_BACHELORS,9.1
17800,Manassas Park city,VA,EDUCATION_BACHELORS,18.9
17801,Manassas city,VA,EDUCATION_BACHELORS,18.6
17802,Manatee County,FL,EDUCATION_BACHELORS,17.9
17803,Manistee County,MI,EDUCATION_BACHELORS,12.7
17804,Manitowoc County,WI,EDUCATION_BACHELORS,14.4
17805,Marathon County,WI,EDUCATION_BACHELORS,17.4
17806,Marengo County,AL,EDUCATION_BACHELORS,8.9
17807,Maricao Municipio,PR,EDUCATION_BACHELORS,7.1
17808,Maricopa County,AZ,EDUCATION_BACHELORS,20.3
17809,Maries County,MO,EDUCATION_BACHELORS,10.1
17810,Marin County,CA,EDUCATION_BACHELORS,33.2
17811,Marinette County,WI,EDUCATION_BACHELORS,10.7
17812,Marion County,AL,EDUCATION_BACHELORS,8.0
17813,Marion County,AR,EDUCATION_BACHELORS,10.8
17814,Marion County,FL,EDUCATION_BACHELORS,12.9
17815,Marion County,GA,EDUCATION_BACHELORS,7.1
17816,Marion County,IA,EDUCATION_BACHELORS,17.9
17817,Marion County,IL,EDUCATION_BACHELORS,9.8
17818,Marion County,IN,EDUCATION_BACHELORS,19.8
17819,Marion County,KS,EDUCATION_BACHELORS,17.5
17820,Marion County,KY,EDUCATION_BACHELORS,6.7
17821,Marion County,MO,EDUCATION_BACHELORS,13.6
17822,Marion County,MS,EDUCATION_BACHELORS,8.4
17823,Marion County,OH,EDUCATION_BACHELORS,8.0
17824,Marion County,OR,EDUCATION_BACHELORS,15.0
17825,Marion County,SC,EDUCATION_BACHELORS,9.8
17826,Marion County,TN,EDUCATION_BACHELORS,8.2
17827,Marion County,TX,EDUCATION_BACHELORS,10.6
17828,Marion County,WV,EDUCATION_BACHELORS,14.8
17829,Mariposa County,CA,EDUCATION_BACHELORS,14.6
17830,Marlboro County,SC,EDUCATION_BACHELORS,5.9
17831,Marquette County,MI,EDUCATION_BACHELORS,21.6
17832,Marquette County,WI,EDUCATION_BACHELORS,10.1
17833,Marshall County,AL,EDUCATION_BACHELORS,12.4
17834,Marshall County,IA,EDUCATION_BACHELORS,13.6
17835,Marshall County,IL,EDUCATION_BACHELORS,12.8
17836,Marshall County,IN,EDUCATION_BACHELORS,12.4
17837,Marshall County,KS,EDUCATION_BACHELORS,12.6
17838,Marshall County,KY,EDUCATION_BACHELORS,9.9
17839,Marshall County,MN,EDUCATION_BACHELORS,14.3
17840,Marshall County,MS,EDUCATION_BACHELORS,10.0
17841,Marshall County,OK,EDUCATION_BACHELORS,10.3
17842,Marshall County,SD,EDUCATION_BACHELORS,18.7
17843,Marshall County,TN,EDUCATION_BACHELORS,10.1
17844,Marshall County,WV,EDUCATION_BACHELORS,11.6
17845,Martin County,FL,EDUCATION_BACHELORS,20.7
17846,Martin County,IN,EDUCATION_BACHELORS,8.8
17847,Martin County,KY,EDUCATION_BACHELORS,5.1
17848,Martin County,MN,EDUCATION_BACHELORS,15.1
17849,Martin County,NC,EDUCATION_BACHELORS,10.4
17850,Martin County,TX,EDUCATION_BACHELORS,14.5
17851,Martinsville city,VA,EDUCATION_BACHELORS,14.1
17852,Mason County,IL,EDUCATION_BACHELORS,9.8
17853,Mason County,KY,EDUCATION_BACHELORS,9.9
17854,Mason County,MI,EDUCATION_BACHELORS,14.2
17855,Mason County,TX,EDUCATION_BACHELORS,14.3
17856,Mason County,WA,EDUCATION_BACHELORS,12.3
17857,Mason County,WV,EDUCATION_BACHELORS,8.5
17858,Massac County,IL,EDUCATION_BACHELORS,9.8
17859,Matagorda County,TX,EDUCATION_BACHELORS,11.9
17860,Matanuska-Susitna Borough,AK,EDUCATION_BACHELORS,13.7
17861,Mathews County,VA,EDUCATION_BACHELORS,17.8
17862,Maui County,HI,EDUCATION_BACHELORS,18.0
17863,Maunabo Municipio,PR,EDUCATION_BACHELORS,15.9
17864,Maury County,TN,EDUCATION_BACHELORS,14.6
17865,Maverick County,TX,EDUCATION_BACHELORS,9.3
17866,Mayes County,OK,EDUCATION_BACHELORS,10.1
17867,McClain County,OK,EDUCATION_BACHELORS,16.9
17868,McCone County,MT,EDUCATION_BACHELORS,14.9
17869,McCook County,SD,EDUCATION_BACHELORS,17.0
17870,McCormick County,SC,EDUCATION_BACHELORS,13.7
17871,McCracken County,KY,EDUCATION_BACHELORS,15.5
17872,McCreary County,KY,EDUCATION_BACHELORS,4.4
17873,McCulloch County,TX,EDUCATION_BACHELORS,13.3
17874,McCurtain County,OK,EDUCATION_BACHELORS,9.3
17875,McDonald County,MO,EDUCATION_BACHELORS,7.8
17876,McDonough County,IL,EDUCATION_BACHELORS,16.4
17877,McDowell County,NC,EDUCATION_BACHELORS,11.9
17878,McDowell County,WV,EDUCATION_BACHELORS,3.0
17879,McDuffie County,GA,EDUCATION_BACHELORS,8.3
17880,McHenry County,IL,EDUCATION_BACHELORS,22.5
17881,McHenry County,ND,EDUCATION_BACHELORS,16.5
17882,McIntosh County,GA,EDUCATION_BACHELORS,8.4
17883,McIntosh County,ND,EDUCATION_BACHELORS,11.3
17884,McIntosh County,OK,EDUCATION_BACHELORS,9.7
17885,McKean County,PA,EDUCATION_BACHELORS,11.4
17886,McKenzie County,ND,EDUCATION_BACHELORS,19.1
17887,McKinley County,NM,EDUCATION_BACHELORS,6.3
17888,McLean County,IL,EDUCATION_BACHELORS,29.1
17889,McLean County,KY,EDUCATION_BACHELORS,7.4
17890,McLean County,ND,EDUCATION_BACHELORS,16.5
17891,McLennan County,TX,EDUCATION_BACHELORS,15.3
17892,McLeod County,MN,EDUCATION_BACHELORS,12.8
17893,McMinn County,TN,EDUCATION_BACHELORS,10.4
17894,McMullen County,TX,EDUCATION_BACHELORS,9.1
17895,McNairy County,TN,EDUCATION_BACHELORS,7.8
17896,McPherson County,KS,EDUCATION_BACHELORS,20.7
17897,McPherson County,NE,EDUCATION_BACHELORS,18.0
17898,McPherson County,SD,EDUCATION_BACHELORS,12.6
17899,Meade County,KS,EDUCATION_BACHELORS,14.1
17900,Meade County,KY,EDUCATION_BACHELORS,10.5
17901,Meade County,SD,EDUCATION_BACHELORS,19.4
17902,Meagher County,MT,EDUCATION_BACHELORS,18.7
17903,Mecklenburg County,NC,EDUCATION_BACHELORS,29.5
17904,Mecklenburg County,VA,EDUCATION_BACHELORS,12.6
17905,Mecosta County,MI,EDUCATION_BACHELORS,13.0
17906,Medina County,OH,EDUCATION_BACHELORS,22.5
17907,Medina County,TX,EDUCATION_BACHELORS,12.9
17908,Meeker County,MN,EDUCATION_BACHELORS,14.0
17909,Meigs County,OH,EDUCATION_BACHELORS,7.5
17910,Meigs County,TN,EDUCATION_BACHELORS,5.8
17911,Mellette County,SD,EDUCATION_BACHELORS,10.5
17912,Menard County,IL,EDUCATION_BACHELORS,16.3
17913,Menard County,TX,EDUCATION_BACHELORS,10.2
17914,Mendocino County,CA,EDUCATION_BACHELORS,16.3
17915,Menifee County,KY,EDUCATION_BACHELORS,7.4
17916,Menominee County,MI,EDUCATION_BACHELORS,11.4
17917,Menominee County,WI,EDUCATION_BACHELORS,9.7
17918,Merced County,CA,EDUCATION_BACHELORS,9.1
17919,Mercer County,IL,EDUCATION_BACHELORS,12.0
17920,Mercer County,KY,EDUCATION_BACHELORS,10.2
17921,Mercer County,MO,EDUCATION_BACHELORS,10.7
17922,Mercer County,ND,EDUCATION_BACHELORS,15.2
17923,Mercer County,NJ,EDUCATION_BACHELORS,21.5
17924,Mercer County,OH,EDUCATION_BACHELORS,10.5
17925,Mercer County,PA,EDUCATION_BACHELORS,14.4
17926,Mercer County,WV,EDUCATION_BACHELORS,13.0
17927,Meriwether County,GA,EDUCATION_BACHELORS,7.1
17928,Merrick County,NE,EDUCATION_BACHELORS,13.2
17929,Merrimack County,NH,EDUCATION_BACHELORS,20.6
17930,Mesa County,CO,EDUCATION_BACHELORS,18.0
17931,Metcalfe County,KY,EDUCATION_BACHELORS,6.2
17932,Miami County,IN,EDUCATION_BACHELORS,8.0
17933,Miami County,KS,EDUCATION_BACHELORS,17.8
17934,Miami County,OH,EDUCATION_BACHELORS,14.1
17935,Miami-Dade County,FL,EDUCATION_BACHELORS,18.3
17936,Middlesex County,CT,EDUCATION_BACHELORS,22.7
17937,Middlesex County,MA,EDUCATION_BACHELORS,27.2
17938,Middlesex County,NJ,EDUCATION_BACHELORS,25.3
17939,Middlesex County,VA,EDUCATION_BACHELORS,13.4
17940,Midland County,MI,EDUCATION_BACHELORS,20.3
17941,Midland County,TX,EDUCATION_BACHELORS,19.6
17942,Mifflin County,PA,EDUCATION_BACHELORS,8.8
17943,Milam County,TX,EDUCATION_BACHELORS,10.2
17944,Millard County,UT,EDUCATION_BACHELORS,16.8
17945,Mille Lacs County,MN,EDUCATION_BACHELORS,10.6
17946,Miller County,AR,EDUCATION_BACHELORS,11.0
17947,Miller County,GA,EDUCATION_BACHELORS,8.0
17948,Miller County,MO,EDUCATION_BACHELORS,10.5
17949,Mills County,IA,EDUCATION_BACHELORS,17.0
17950,Mills County,TX,EDUCATION_BACHELORS,13.1
17951,Milwaukee County,WI,EDUCATION_BACHELORS,19.3
17952,Miner County,SD,EDUCATION_BACHELORS,15.4
17953,Mineral County,CO,EDUCATION_BACHELORS,26.3
17954,Mineral County,MT,EDUCATION_BACHELORS,11.8
17955,Mineral County,NV,EDUCATION_BACHELORS,10.6
17956,Mineral County,WV,EDUCATION_BACHELORS,8.3
17957,Mingo County,WV,EDUCATION_BACHELORS,4.9
17958,Minidoka County,ID,EDUCATION_BACHELORS,9.3
17959,Minnehaha County,SD,EDUCATION_BACHELORS,22.3
17960,Missaukee County,MI,EDUCATION_BACHELORS,9.2
17961,Mississippi County,AR,EDUCATION_BACHELORS,7.9
17962,Mississippi County,MO,EDUCATION_BACHELORS,8.7
17963,Missoula County,MT,EDUCATION_BACHELORS,25.8
17964,Mitchell County,GA,EDUCATION_BACHELORS,7.5
17965,Mitchell County,IA,EDUCATION_BACHELORS,12.9
17966,Mitchell County,KS,EDUCATION_BACHELORS,17.3
17967,Mitchell County,NC,EDUCATION_BACHELORS,12.5
17968,Mitchell County,TX,EDUCATION_BACHELORS,9.8
17969,Mobile County,AL,EDUCATION_BACHELORS,15.1
17970,Moca Municipio,PR,EDUCATION_BACHELORS,14.2
17971,Modoc County,CA,EDUCATION_BACHELORS,10.4
17972,Moffat County,CO,EDUCATION_BACHELORS,11.5
17973,Mohave County,AZ,EDUCATION_BACHELORS,8.4
17974,Moniteau County,MO,EDUCATION_BACHELORS,14.2
17975,Monmouth County,NJ,EDUCATION_BACHELORS,27.1
17976,Mono County,CA,EDUCATION_BACHELORS,23.3
17977,Monona County,IA,EDUCATION_BACHELORS,11.9
17978,Monongalia County,WV,EDUCATION_BACHELORS,21.2
17979,Monroe County,AL,EDUCATION_BACHELORS,8.7
17980,Monroe County,AR,EDUCATION_BACHELORS,7.6
17981,Monroe County,FL,EDUCATION_BACHELORS,20.8
17982,Monroe County,GA,EDUCATION_BACHELORS,14.8
17983,Monroe County,IA,EDUCATION_BACHELORS,14.4
17984,Monroe County,IL,EDUCATION_BACHELORS,20.4
17985,Monroe County,IN,EDUCATION_BACHELORS,23.9
17986,Monroe County,KY,EDUCATION_BACHELORS,6.2
17987,Monroe County,MI,EDUCATION_BACHELORS,12.5
17988,Monroe County,MO,EDUCATION_BACHELORS,8.9
17989,Monroe County,MS,EDUCATION_BACHELORS,11.8
17990,Monroe County,NY,EDUCATION_BACHELORS,20.9
17991,Monroe County,OH,EDUCATION_BACHELORS,7.3
17992,Monroe County,PA,EDUCATION_BACHELORS,15.6
17993,Monroe County,TN,EDUCATION_BACHELORS,8.6
17994,Monroe County,WI,EDUCATION_BACHELORS,13.9
17995,Monroe County,WV,EDUCATION_BACHELORS,8.7
17996,Montague County,TX,EDUCATION_BACHELORS,10.0
17997,Montcalm County,MI,EDUCATION_BACHELORS,8.9
17998,Monterey County,CA,EDUCATION_BACHELORS,14.7
17999,Montezuma County,CO,EDUCATION_BACHELORS,18.1
18000,Montgomery County,AL,EDUCATION_BACHELORS,18.9
18001,Montgomery County,AR,EDUCATION_BACHELORS,5.8
18002,Montgomery County,GA,EDUCATION_BACHELORS,8.3
18003,Montgomery County,IA,EDUCATION_BACHELORS,13.1
18004,Montgomery County,IL,EDUCATION_BACHELORS,9.6
18005,Montgomery County,IN,EDUCATION_BACHELORS,12.6
18006,Montgomery County,KS,EDUCATION_BACHELORS,12.6
18007,Montgomery County,KY,EDUCATION_BACHELORS,9.9
18008,Montgomery County,MD,EDUCATION_BACHELORS,27.1
18009,Montgomery County,MO,EDUCATION_BACHELORS,8.8
18010,Montgomery County,MS,EDUCATION_BACHELORS,14.2
18011,Montgomery County,NC,EDUCATION_BACHELORS,10.5
18012,Montgomery County,NY,EDUCATION_BACHELORS,10.0
18013,Montgomery County,OH,EDUCATION_BACHELORS,16.3
18014,Montgomery County,PA,EDUCATION_BACHELORS,27.4
18015,Montgomery County,TN,EDUCATION_BACHELORS,18.3
18016,Montgomery County,TX,EDUCATION_BACHELORS,22.9
18017,Montgomery County,VA,EDUCATION_BACHELORS,22.1
18018,Montmorency County,MI,EDUCATION_BACHELORS,8.1
18019,Montour County,PA,EDUCATION_BACHELORS,17.6
18020,Montrose County,CO,EDUCATION_BACHELORS,15.9
18021,Moody County,SD,EDUCATION_BACHELORS,16.4
18022,Moore County,NC,EDUCATION_BACHELORS,22.1
18023,Moore County,TN,EDUCATION_BACHELORS,12.8
18024,Moore County,TX,EDUCATION_BACHELORS,9.7
18025,Mora County,NM,EDUCATION_BACHELORS,5.9
18026,Morehouse Parish,LA,EDUCATION_BACHELORS,11.0
18027,Morgan County,AL,EDUCATION_BACHELORS,15.1
18028,Morgan County,CO,EDUCATION_BACHELORS,11.2
18029,Morgan County,GA,EDUCATION_BACHELORS,12.2
18030,Morgan County,IL,EDUCATION_BACHELORS,13.8
18031,Morgan County,IN,EDUCATION_BACHELORS,11.2
18032,Morgan County,KY,EDUCATION_BACHELORS,7.0
18033,Morgan County,MO,EDUCATION_BACHELORS,8.1
18034,Morgan County,OH,EDUCATION_BACHELORS,7.8
18035,Morgan County,TN,EDUCATION_BACHELORS,4.7
18036,Morgan County,UT,EDUCATION_BACHELORS,24.3
18037,Morgan County,WV,EDUCATION_BACHELORS,9.5
18038,Morovis Municipio,PR,EDUCATION_BACHELORS,13.4
18039,Morrill County,NE,EDUCATION_BACHELORS,14.4
18040,Morris County,KS,EDUCATION_BACHELORS,14.0
18041,Morris County,NJ,EDUCATION_BACHELORS,30.9
18042,Morris County,TX,EDUCATION_BACHELORS,9.9
18043,Morrison County,MN,EDUCATION_BACHELORS,12.3
18044,Morrow County,OH,EDUCATION_BACHELORS,9.5
18045,Morrow County,OR,EDUCATION_BACHELORS,7.8
18046,Morton County,KS,EDUCATION_BACHELORS,12.4
18047,Morton County,ND,EDUCATION_BACHELORS,19.5
18048,Motley County,TX,EDUCATION_BACHELORS,13.8
18049,Moultrie County,IL,EDUCATION_BACHELORS,12.2
18050,Mountrail County,ND,EDUCATION_BACHELORS,15.9
18051,Mower County,MN,EDUCATION_BACHELORS,14.7
18052,Muhlenberg County,KY,EDUCATION_BACHELORS,6.6
18053,Multnomah County,OR,EDUCATION_BACHELORS,27.0
18054,Murray County,GA,EDUCATION_BACHELORS,6.4
18055,Murray County,MN,EDUCATION_BACHELORS,13.4
18056,Murray County,OK,EDUCATION_BACHELORS,12.7
18057,Muscatine County,IA,EDUCATION_BACHELORS,15.3
18058,Muscogee County,GA,EDUCATION_BACHELORS,16.2
18059,Muskegon County,MI,EDUCATION_BACHELORS,13.1
18060,Muskingum County,OH,EDUCATION_BACHELORS,9.9
18061,Muskogee County,OK,EDUCATION_BACHELORS,13.6
18062,Musselshell County,MT,EDUCATION_BACHELORS,9.4
18063,Nacogdoches County,TX,EDUCATION_BACHELORS,15.4
18064,Naguabo Municipio,PR,EDUCATION_BACHELORS,14.4
18065,Nance County,NE,EDUCATION_BACHELORS,11.3
18066,Nantucket County,MA,EDUCATION_BACHELORS,29.7
18067,Napa County,CA,EDUCATION_BACHELORS,23.0
18068,Naranjito Municipio,PR,EDUCATION_BACHELORS,13.5
18069,Nash County,NC,EDUCATION_BACHELORS,13.9
18070,Nassau County,FL,EDUCATION_BACHELORS,17.5
18071,Nassau County,NY,EDUCATION_BACHELORS,24.7
18072,Natchitoches Parish,LA,EDUCATION_BACHELORS,11.0
18073,Natrona County,WY,EDUCATION_BACHELORS,14.5
18074,Navajo County,AZ,EDUCATION_BACHELORS,9.3
18075,Navarro County,TX,EDUCATION_BACHELORS,10.3
18076,Nelson County,KY,EDUCATION_BACHELORS,10.4
18077,Nelson County,ND,EDUCATION_BACHELORS,18.2
18078,Nelson County,VA,EDUCATION_BACHELORS,17.1
18079,Nemaha County,KS,EDUCATION_BACHELORS,17.4
18080,Nemaha County,NE,EDUCATION_BACHELORS,20.1
18081,Neosho County,KS,EDUCATION_BACHELORS,12.1
18082,Neshoba County,MS,EDUCATION_BACHELORS,7.9
18083,Ness County,KS,EDUCATION_BACHELORS,14.3
18084,Nevada County,AR,EDUCATION_BACHELORS,10.5
18085,Nevada County,CA,EDUCATION_BACHELORS,23.6
18086,New Castle County,DE,EDUCATION_BACHELORS,20.8
18087,New Hanover County,NC,EDUCATION_BACHELORS,26.4
18088,New Haven County,CT,EDUCATION_BACHELORS,18.8
18089,New Kent County,VA,EDUCATION_BACHELORS,17.6
18090,New London County,CT,EDUCATION_BACHELORS,18.3
18091,New Madrid County,MO,EDUCATION_BACHELORS,7.1
18092,New York County,NY,EDUCATION_BACHELORS,31.4
18093,Newaygo County,MI,EDUCATION_BACHELORS,10.4
18094,Newberry County,SC,EDUCATION_BACHELORS,11.3
18095,Newport County,RI,EDUCATION_BACHELORS,28.6
18096,Newport News city,VA,EDUCATION_BACHELORS,16.1
18097,Newton County,AR,EDUCATION_BACHELORS,10.2
18098,Newton County,GA,EDUCATION_BACHELORS,12.0
18099,Newton County,IN,EDUCATION_BACHELORS,7.8
18100,Newton County,MO,EDUCATION_BACHELORS,13.2
18101,Newton County,MS,EDUCATION_BACHELORS,12.7
18102,Newton County,TX,EDUCATION_BACHELORS,7.1
18103,Nez Perce County,ID,EDUCATION_BACHELORS,16.2
18104,Niagara County,NY,EDUCATION_BACHELORS,13.6
18105,Nicholas County,KY,EDUCATION_BACHELORS,5.4
18106,Nicholas County,WV,EDUCATION_BACHELORS,8.6
18107,Nicollet County,MN,EDUCATION_BACHELORS,21.7
18108,Niobrara County,WY,EDUCATION_BACHELORS,13.0
18109,Noble County,IN,EDUCATION_BACHELORS,10.1
18110,Noble County,OH,EDUCATION_BACHELORS,5.2
18111,Noble County,OK,EDUCATION_BACHELORS,15.5
18112,Nobles County,MN,EDUCATION_BACHELORS,11.2
18113,Nodaway County,MO,EDUCATION_BACHELORS,15.4
18114,Nolan County,TX,EDUCATION_BACHELORS,11.5
18115,Nome Census Area,AK,EDUCATION_BACHELORS,8.3
18116,Norfolk County,MA,EDUCATION_BACHELORS,28.6
18117,Norfolk city,VA,EDUCATION_BACHELORS,17.0
18118,Norman County,MN,EDUCATION_BACHELORS,14.3
18119,North Slope Borough,AK,EDUCATION_BACHELORS,11.4
18120,Northampton County,NC,EDUCATION_BACHELORS,7.6
18121,Northampton County,PA,EDUCATION_BACHELORS,18.5
